scheme,bucket,sex,race,letter,weight
2,75-84,m,multiple,P,17.266666666666666
2,75-84,m,multiple,H,3.75
2,75-84,m,multiple,V,241.49999999999963
3,75-84,m,multiple,C,2212.8749999999905
3,75-84,m,multiple,N,3561.805952381045
3,75-84,m,multiple,B,4347.2726190476815
3,75-84,m,multiple,R,1843.170238095205
3,75-84,m,multiple,E,1086.1440476190678
3,75-84,m,multiple,D,370.53452380952206
3,75-84,m,multiple,U,63.24761904761911
3,75-84,m,multiple,T,157.02023809523808
3,75-84,m,multiple,S,123.98809523809528
3,75-84,m,multiple,X,52.855952380952445
3,75-84,m,multiple,A,56.088095238095306
3,75-84,m,multiple,F,74.58571428571437
3,75-84,m,multiple,P,17.133333333333336
3,75-84,m,multiple,H,3.666666666666667
3,75-84,m,multiple,V,213.6119047619048
4,75-84,m,multiple,C,2189.3202824952764
4,75-84,m,multiple,N,3583.622460872448
4,75-84,m,multiple,B,4811.046875346801
4,75-84,m,multiple,R,1774.776648351646
4,75-84,m,multiple,E,826.2650099900121
4,75-84,m,multiple,D,330.9615995115981
4,75-84,m,multiple,U,46.674228549228644
4,75-84,m,multiple,T,146.02060994560992
4,75-84,m,multiple,S,132.37635697635682
4,75-84,m,multiple,X,41.24029581529585
4,75-84,m,multiple,A,47.35533910533915
4,75-84,m,multiple,F,60.10209235209246
4,75-84,m,multiple,P,19.26233766233765
4,75-84,m,multiple,H,2.6761904761904765
4,75-84,m,multiple,V,172.2996725496723
1,45-54,m,multiple,C,1276.0
1,45-54,m,multiple,D,342.0
1,45-54,m,multiple,R,467.0
1,45-54,m,multiple,P,1104.0
1,45-54,m,multiple,S,570.0
1,45-54,m,multiple,B,2564.0
1,45-54,m,multiple,A,516.0
1,45-54,m,multiple,E,453.0
1,45-54,m,multiple,N,1156.0
1,45-54,m,multiple,T,704.0
1,45-54,m,multiple,U,112.0
1,45-54,m,multiple,X,40.0
1,45-54,m,multiple,F,18.0
1,45-54,m,multiple,H,9.0
1,45-54,m,multiple,V,200.0
2,45-54,m,multiple,C,997.4511904761894
2,45-54,m,multiple,D,420.93809523809705
2,45-54,m,multiple,B,2368.0845238095244
2,45-54,m,multiple,R,592.3178571428576
2,45-54,m,multiple,N,1546.5309523809624
2,45-54,m,multiple,P,917.1428571428562
2,45-54,m,multiple,S,434.4666666666668
2,45-54,m,multiple,T,686.5642857142857
2,45-54,m,multiple,A,458.7964285714297
2,45-54,m,multiple,X,79.21785714285717
2,45-54,m,multiple,E,663.5964285714281
2,45-54,m,multiple,H,64.54642857142858
2,45-54,m,multiple,U,125.92976190476202
2,45-54,m,multiple,F,26.091666666666672
2,45-54,m,multiple,V,149.32499999999996
3,45-54,m,multiple,C,945.7880952381001
3,45-54,m,multiple,D,436.5214285714255
3,45-54,m,multiple,B,2354.307142857137
3,45-54,m,multiple,R,615.4583333333331
3,45-54,m,multiple,N,1611.3988095237937
3,45-54,m,multiple,P,875.9809523809565
3,45-54,m,multiple,S,412.9428571428563
3,45-54,m,multiple,T,684.5488095238105
3,45-54,m,multiple,A,444.213095238092
3,45-54,m,multiple,X,83.8690476190476
3,45-54,m,multiple,E,704.7047619047653
3,45-54,m,multiple,H,69.48452380952388
3,45-54,m,multiple,U,133.7726190476189
3,45-54,m,multiple,F,24.416666666666657
3,45-54,m,multiple,V,133.59285714285707
4,45-54,m,multiple,C,950.4417804417888
4,45-54,m,multiple,D,415.7235431235428
4,45-54,m,multiple,B,2482.0362803862668
4,45-54,m,multiple,R,578.2365939615931
4,45-54,m,multiple,N,1645.5766788766855
4,45-54,m,multiple,P,1001.0696081696124
4,45-54,m,multiple,S,412.6143217893171
4,45-54,m,multiple,T,722.1189615939659
4,45-54,m,multiple,A,397.67200577200526
4,45-54,m,multiple,X,62.8866161616163
4,45-54,m,multiple,E,579.7518370518368
4,45-54,m,multiple,H,52.525768675768745
4,45-54,m,multiple,U,100.21809579309603
4,45-54,m,multiple,F,21.118253968253963
4,45-54,m,multiple,V,109.00965423465426
1,0,m,multiple,N,4677.0
1,0,m,multiple,T,349.0
1,0,m,multiple,R,108.0
1,0,m,multiple,X,83.0
1,0,m,multiple,S,80.0
1,0,m,multiple,B,75.0
1,0,m,multiple,E,34.0
1,0,m,multiple,D,42.0
1,0,m,multiple,C,16.0
1,0,m,multiple,U,4.0
1,0,m,multiple,P,14.0
1,0,m,multiple,H,15.0
1,0,m,multiple,V,8.0
1,UNKNOWNAGE,m,multiple,N,4677.0
1,UNKNOWNAGE,m,multiple,T,349.0
1,UNKNOWNAGE,m,multiple,R,109.0
1,UNKNOWNAGE,m,multiple,X,83.0
1,UNKNOWNAGE,m,multiple,S,80.0
1,UNKNOWNAGE,m,multiple,B,75.0
1,UNKNOWNAGE,m,multiple,E,34.0
1,UNKNOWNAGE,m,multiple,D,42.0
1,UNKNOWNAGE,m,multiple,C,16.0
1,UNKNOWNAGE,m,multiple,U,4.0
1,UNKNOWNAGE,m,multiple,P,14.0
1,UNKNOWNAGE,m,multiple,H,15.0
1,UNKNOWNAGE,m,multiple,V,8.0
2,0,m,multiple,N,4427.916666666666
2,0,m,multiple,D,71.83333333333333
2,0,m,multiple,T,237.01666666666657
2,0,m,multiple,H,46.5
2,0,m,multiple,E,54.93333333333332
2,0,m,multiple,B,199.9749999999999
2,0,m,multiple,U,8.416666666666668
2,0,m,multiple,R,179.09999999999997
2,0,m,multiple,X,194.18333333333328
2,0,m,multiple,S,47.958333333333336
2,0,m,multiple,C,13.916666666666666
2,0,m,multiple,F,1.0
2,0,m,multiple,P,14.5
2,0,m,multiple,V,7.750000000000001
2,UNKNOWNAGE,m,multiple,N,4427.916666666666
2,UNKNOWNAGE,m,multiple,D,72.33333333333334
2,UNKNOWNAGE,m,multiple,T,237.01666666666657
2,UNKNOWNAGE,m,multiple,H,46.5
2,UNKNOWNAGE,m,multiple,E,54.93333333333332
2,UNKNOWNAGE,m,multiple,B,199.9749999999999
2,UNKNOWNAGE,m,multiple,U,8.416666666666668
2,UNKNOWNAGE,m,multiple,R,179.59999999999997
2,UNKNOWNAGE,m,multiple,X,194.18333333333328
2,UNKNOWNAGE,m,multiple,S,47.958333333333336
2,UNKNOWNAGE,m,multiple,C,13.916666666666666
2,UNKNOWNAGE,m,multiple,F,1.0
2,UNKNOWNAGE,m,multiple,P,14.5
2,UNKNOWNAGE,m,multiple,V,7.750000000000001
3,0,m,multiple,N,4406.6666666666715
3,0,m,multiple,D,73.75
3,0,m,multiple,T,237.1500000000006
3,0,m,multiple,H,48.36666666666668
3,0,m,multiple,E,57.63333333333337
3,0,m,multiple,B,208.23333333333377
3,0,m,multiple,U,9.983333333333334
3,0,m,multiple,R,186.85000000000034
3,0,m,multiple,X,195.83333333333354
3,0,m,multiple,S,44.116666666666696
3,0,m,multiple,C,13.416666666666668
3,0,m,multiple,F,1.1666666666666665
3,0,m,multiple,P,14.5
3,0,m,multiple,V,7.333333333333333
3,UNKNOWNAGE,m,multiple,N,4406.6666666666715
3,UNKNOWNAGE,m,multiple,D,74.25
3,UNKNOWNAGE,m,multiple,T,237.1500000000006
3,UNKNOWNAGE,m,multiple,H,48.36666666666668
3,UNKNOWNAGE,m,multiple,E,57.63333333333337
3,UNKNOWNAGE,m,multiple,B,208.23333333333377
3,UNKNOWNAGE,m,multiple,U,9.983333333333334
3,UNKNOWNAGE,m,multiple,R,187.35000000000034
3,UNKNOWNAGE,m,multiple,X,195.83333333333354
3,UNKNOWNAGE,m,multiple,S,44.116666666666696
3,UNKNOWNAGE,m,multiple,C,13.416666666666668
3,UNKNOWNAGE,m,multiple,F,1.1666666666666665
3,UNKNOWNAGE,m,multiple,P,14.5
3,UNKNOWNAGE,m,multiple,V,7.333333333333333
4,0,m,multiple,N,4542.79806859808
4,0,m,multiple,D,52.53407703407711
4,0,m,multiple,T,263.81879509379587
4,0,m,multiple,H,38.65919913419913
4,0,m,multiple,E,39.81031746031745
4,0,m,multiple,B,144.88057775557763
4,0,m,multiple,U,7.0730158730158745
4,0,m,multiple,R,162.11234876234874
4,0,m,multiple,X,169.04761904761918
4,0,m,multiple,S,50.0449134199135
4,0,m,multiple,C,11.685353535353538
4,0,m,multiple,F,0.9166666666666665
4,0,m,multiple,P,15.485714285714293
4,0,m,multiple,V,6.133333333333334
4,UNKNOWNAGE,m,multiple,N,4542.79806859808
4,UNKNOWNAGE,m,multiple,D,53.03407703407711
4,UNKNOWNAGE,m,multiple,T,263.81879509379587
4,UNKNOWNAGE,m,multiple,H,38.65919913419913
4,UNKNOWNAGE,m,multiple,E,39.81031746031745
4,UNKNOWNAGE,m,multiple,B,144.88057775557763
4,UNKNOWNAGE,m,multiple,U,7.0730158730158745
4,UNKNOWNAGE,m,multiple,R,162.61234876234874
4,UNKNOWNAGE,m,multiple,X,169.04761904761918
4,UNKNOWNAGE,m,multiple,S,50.0449134199135
4,UNKNOWNAGE,m,multiple,C,11.685353535353538
4,UNKNOWNAGE,m,multiple,F,0.9166666666666665
4,UNKNOWNAGE,m,multiple,P,15.485714285714293
4,UNKNOWNAGE,m,multiple,V,6.133333333333334
1,25-34,m,other,S,243.0
1,25-34,m,other,E,52.0
1,25-34,m,other,B,201.0
1,25-34,m,other,A,19.0
1,25-34,m,other,T,348.0
1,25-34,m,other,N,162.0
1,25-34,m,other,D,21.0
1,25-34,m,other,P,178.0
1,25-34,m,other,R,47.0
1,25-34,m,other,C,94.0
1,25-34,m,other,X,9.0
1,25-34,m,other,U,29.0
1,25-34,m,other,H,4.0
1,25-34,m,other,F,3.0
1,25-34,m,other,V,33.0
2,25-34,m,other,S,197.58333333333334
2,25-34,m,other,T,315.9750000000001
2,25-34,m,other,E,78.99999999999997
2,25-34,m,other,U,31.533333333333342
2,25-34,m,other,N,181.8166666666665
2,25-34,m,other,R,60.12499999999996
2,25-34,m,other,B,196.30833333333314
2,25-34,m,other,A,32.96666666666667
2,25-34,m,other,D,29.30000000000001
2,25-34,m,other,H,42.833333333333336
2,25-34,m,other,X,25.250000000000004
2,25-34,m,other,C,74.625
2,25-34,m,other,P,147.51666666666668
2,25-34,m,other,F,4.791666666666666
2,25-34,m,other,V,23.375000000000004
3,25-34,m,other,S,184.10238095238103
3,25-34,m,other,T,317.942857142857
3,25-34,m,other,E,84.48571428571427
3,25-34,m,other,U,32.678571428571395
3,25-34,m,other,N,184.07857142857156
3,25-34,m,other,R,63.15000000000007
3,25-34,m,other,B,201.31190476190488
3,25-34,m,other,A,36.30952380952381
3,25-34,m,other,D,30.78571428571427
3,25-34,m,other,H,47.202380952380985
3,25-34,m,other,X,26.526190476190468
3,25-34,m,other,C,70.10000000000002
3,25-34,m,other,P,138.7261904761904
3,25-34,m,other,F,5.116666666666667
3,25-34,m,other,V,20.48333333333332
4,25-34,m,other,S,171.0755050505053
4,25-34,m,other,T,353.1527777777765
4,25-34,m,other,E,69.77858252858265
4,25-34,m,other,U,23.605469530469538
4,25-34,m,other,N,188.5895548895541
4,25-34,m,other,R,60.85382117882137
4,25-34,m,other,B,212.0811077811073
4,25-34,m,other,A,31.407875457875466
4,25-34,m,other,D,25.95953490953489
4,25-34,m,other,H,36.938564213564206
4,25-34,m,other,X,20.2329365079365
4,25-34,m,other,C,68.36792929292933
4,25-34,m,other,P,159.11745199245175
4,25-34,m,other,F,4.567857142857143
4,25-34,m,other,V,17.271031746031742
1,35-44,m,multiple,F,10.0
1,35-44,m,multiple,B,1166.0
1,35-44,m,multiple,D,154.0
1,35-44,m,multiple,P,1499.0
1,35-44,m,multiple,S,815.0
1,35-44,m,multiple,T,1024.0
1,35-44,m,multiple,A,385.0
1,35-44,m,multiple,C,517.0
1,35-44,m,multiple,N,689.0
1,35-44,m,multiple,X,36.0
1,35-44,m,multiple,E,223.0
1,35-44,m,multiple,U,129.0
1,35-44,m,multiple,R,215.0
1,35-44,m,multiple,H,22.0
1,35-44,m,multiple,V,107.0
2,35-44,m,multiple,F,19.974999999999998
2,35-44,m,multiple,S,642.6666666666667
2,35-44,m,multiple,A,354.9250000000003
2,35-44,m,multiple,B,1168.9499999999994
2,35-44,m,multiple,P,1288.466666666667
2,35-44,m,multiple,D,219.7166666666662
2,35-44,m,multiple,N,863.8583333333302
2,35-44,m,multiple,T,957.533333333333
2,35-44,m,multiple,R,278.03333333333313
2,35-44,m,multiple,E,340.06666666666683
2,35-44,m,multiple,C,410.6833333333335
2,35-44,m,multiple,U,147.04999999999998
2,35-44,m,multiple,X,85.49166666666669
2,35-44,m,multiple,H,129.41666666666669
2,35-44,m,multiple,V,84.1666666666667
3,35-44,m,multiple,F,20.233333333333327
3,35-44,m,multiple,S,609.342857142857
3,35-44,m,multiple,A,343.6904761904748
3,35-44,m,multiple,B,1164.266666666673
3,35-44,m,multiple,P,1247.0642857142873
3,35-44,m,multiple,D,235.21190476190486
3,35-44,m,multiple,N,901.7476190476301
3,35-44,m,multiple,T,956.0785714285769
3,35-44,m,multiple,R,293.12142857142845
3,35-44,m,multiple,E,368.516666666665
3,35-44,m,multiple,C,390.0499999999994
3,35-44,m,multiple,U,153.94761904761896
3,35-44,m,multiple,X,92.13571428571427
3,35-44,m,multiple,H,136.97619047619037
3,35-44,m,multiple,V,78.61666666666666
4,35-44,m,multiple,F,17.183730158730153
4,35-44,m,multiple,S,610.921861471861
4,35-44,m,multiple,A,300.8214868464863
4,35-44,m,multiple,B,1165.737543012548
4,35-44,m,multiple,P,1404.4049783549967
4,35-44,m,multiple,D,230.7279664779657
4,35-44,m,multiple,N,915.6108974359025
4,35-44,m,multiple,T,1017.148193473212
4,35-44,m,multiple,R,271.31703574203453
4,35-44,m,multiple,E,313.5753746253735
4,35-44,m,multiple,C,393.27251082251
4,35-44,m,multiple,U,113.42992562992566
4,35-44,m,multiple,X,68.58770951270964
4,35-44,m,multiple,H,102.54491341991313
4,35-44,m,multiple,V,65.71587301587309
1,0,f,multiple,N,3735.0
1,0,f,multiple,T,278.0
1,0,f,multiple,D,27.0
1,0,f,multiple,R,82.0
1,0,f,multiple,X,65.0
1,0,f,multiple,H,8.0
1,0,f,multiple,C,18.0
1,0,f,multiple,S,51.0
1,0,f,multiple,B,84.0
1,0,f,multiple,E,17.0
1,0,f,multiple,P,11.0
1,0,f,multiple,V,3.0
1,0,f,multiple,U,2.0
1,UNKNOWNAGE,f,multiple,N,3737.0
1,UNKNOWNAGE,f,multiple,T,278.0
1,UNKNOWNAGE,f,multiple,D,27.0
1,UNKNOWNAGE,f,multiple,R,82.0
1,UNKNOWNAGE,f,multiple,X,65.0
1,UNKNOWNAGE,f,multiple,H,8.0
1,UNKNOWNAGE,f,multiple,C,18.0
1,UNKNOWNAGE,f,multiple,S,51.0
1,UNKNOWNAGE,f,multiple,B,85.0
1,UNKNOWNAGE,f,multiple,E,17.0
1,UNKNOWNAGE,f,multiple,P,11.0
1,UNKNOWNAGE,f,multiple,V,3.0
1,UNKNOWNAGE,f,multiple,U,2.0
2,0,f,multiple,N,3524.333333333332
2,0,f,multiple,R,134.65833333333336
2,0,f,multiple,B,184.72499999999997
2,0,f,multiple,T,182.74166666666667
2,0,f,multiple,X,163.16666666666666
2,0,f,multiple,D,49.91666666666667
2,0,f,multiple,C,16.791666666666664
2,0,f,multiple,H,26.6
2,0,f,multiple,S,30.474999999999998
2,0,f,multiple,E,40.824999999999996
2,0,f,multiple,U,6.141666666666667
2,0,f,multiple,F,1.0
2,0,f,multiple,P,12.416666666666666
2,0,f,multiple,V,7.208333333333333
2,UNKNOWNAGE,f,multiple,N,3525.833333333332
2,UNKNOWNAGE,f,multiple,R,134.65833333333336
2,UNKNOWNAGE,f,multiple,B,185.22499999999997
2,UNKNOWNAGE,f,multiple,T,182.74166666666667
2,UNKNOWNAGE,f,multiple,X,163.16666666666666
2,UNKNOWNAGE,f,multiple,D,49.91666666666667
2,UNKNOWNAGE,f,multiple,C,16.791666666666664
2,UNKNOWNAGE,f,multiple,H,26.6
2,UNKNOWNAGE,f,multiple,S,30.474999999999998
2,UNKNOWNAGE,f,multiple,E,41.824999999999996
2,UNKNOWNAGE,f,multiple,U,6.141666666666667
2,UNKNOWNAGE,f,multiple,F,1.0
2,UNKNOWNAGE,f,multiple,P,12.416666666666666
2,UNKNOWNAGE,f,multiple,V,7.208333333333333
3,0,f,multiple,N,3504.7000000000075
3,0,f,multiple,R,140.54999999999993
3,0,f,multiple,B,191.9333333333335
3,0,f,multiple,T,184.83333333333348
3,0,f,multiple,X,163.46666666666667
3,0,f,multiple,D,51.716666666666704
3,0,f,multiple,C,16.2
3,0,f,multiple,H,27.44999999999999
3,0,f,multiple,S,28.116666666666653
3,0,f,multiple,E,42.96666666666668
3,0,f,multiple,U,7.449999999999998
3,0,f,multiple,F,1.0
3,0,f,multiple,P,12.750000000000004
3,0,f,multiple,V,7.866666666666666
3,UNKNOWNAGE,f,multiple,N,3506.2000000000075
3,UNKNOWNAGE,f,multiple,R,140.54999999999993
3,UNKNOWNAGE,f,multiple,B,192.43333333333354
3,UNKNOWNAGE,f,multiple,T,184.83333333333348
3,UNKNOWNAGE,f,multiple,X,163.46666666666667
3,UNKNOWNAGE,f,multiple,D,51.716666666666704
3,UNKNOWNAGE,f,multiple,C,16.2
3,UNKNOWNAGE,f,multiple,H,27.44999999999999
3,UNKNOWNAGE,f,multiple,S,28.116666666666653
3,UNKNOWNAGE,f,multiple,E,43.96666666666669
3,UNKNOWNAGE,f,multiple,U,7.449999999999998
3,UNKNOWNAGE,f,multiple,F,1.0
3,UNKNOWNAGE,f,multiple,P,12.750000000000004
3,UNKNOWNAGE,f,multiple,V,7.866666666666666
4,0,f,multiple,N,3619.1034326784543
4,0,f,multiple,R,120.46166333666325
4,0,f,multiple,B,136.39593184593184
4,0,f,multiple,T,203.34852092352148
4,0,f,multiple,X,141.329365079365
4,0,f,multiple,D,37.669119769119796
4,0,f,multiple,C,14.771825396825395
4,0,f,multiple,H,20.97705627705627
4,0,f,multiple,S,32.30681818181816
4,0,f,multiple,E,27.09657287157286
4,0,f,multiple,U,5.487312687312688
4,0,f,multiple,F,1.0
4,0,f,multiple,P,14.749999999999996
4,0,f,multiple,V,6.302380952380953
4,UNKNOWNAGE,f,multiple,N,3620.6034326784556
4,UNKNOWNAGE,f,multiple,R,120.46166333666325
4,UNKNOWNAGE,f,multiple,B,136.89593184593184
4,UNKNOWNAGE,f,multiple,T,203.34852092352148
4,UNKNOWNAGE,f,multiple,X,141.329365079365
4,UNKNOWNAGE,f,multiple,D,37.669119769119796
4,UNKNOWNAGE,f,multiple,C,14.771825396825395
4,UNKNOWNAGE,f,multiple,H,20.97705627705627
4,UNKNOWNAGE,f,multiple,S,32.30681818181816
4,UNKNOWNAGE,f,multiple,E,28.09657287157286
4,UNKNOWNAGE,f,multiple,U,5.487312687312688
4,UNKNOWNAGE,f,multiple,F,1.0
4,UNKNOWNAGE,f,multiple,P,14.749999999999996
4,UNKNOWNAGE,f,multiple,V,6.302380952380953
1,5-14,m,multiple,T,245.0
1,5-14,m,multiple,S,183.0
1,5-14,m,multiple,B,51.0
1,5-14,m,multiple,R,76.0
1,5-14,m,multiple,N,230.0
1,5-14,m,multiple,C,159.0
1,5-14,m,multiple,X,38.0
1,5-14,m,multiple,U,24.0
1,5-14,m,multiple,D,10.0
1,5-14,m,multiple,E,29.0
1,5-14,m,multiple,F,2.0
1,5-14,m,multiple,P,15.0
1,5-14,m,multiple,H,6.0
1,5-14,m,multiple,V,8.0
2,5-14,m,multiple,T,240.24999999999994
2,5-14,m,multiple,X,59.791666666666664
2,5-14,m,multiple,S,138.5
2,5-14,m,multiple,B,87.41666666666666
2,5-14,m,multiple,R,95.79166666666669
2,5-14,m,multiple,N,215.12499999999997
2,5-14,m,multiple,D,14.208333333333332
2,5-14,m,multiple,U,17.916666666666668
2,5-14,m,multiple,C,124.0
2,5-14,m,multiple,H,31.125
2,5-14,m,multiple,E,29.541666666666668
2,5-14,m,multiple,P,13.25
2,5-14,m,multiple,A,0.25
2,5-14,m,multiple,F,3.25
2,5-14,m,multiple,V,5.583333333333333
3,5-14,m,multiple,T,245.03333333333373
3,5-14,m,multiple,X,57.233333333333384
3,5-14,m,multiple,S,131.6999999999999
3,5-14,m,multiple,B,92.04999999999997
3,5-14,m,multiple,R,98.3666666666666
3,5-14,m,multiple,N,213.9333333333336
3,5-14,m,multiple,D,15.05
3,5-14,m,multiple,U,17.43333333333333
3,5-14,m,multiple,C,119.8833333333333
3,5-14,m,multiple,H,34.03333333333332
3,5-14,m,multiple,E,30.11666666666665
3,5-14,m,multiple,P,13.166666666666666
3,5-14,m,multiple,A,0.3333333333333333
3,5-14,m,multiple,F,3.0
3,5-14,m,multiple,V,4.666666666666667
4,5-14,m,multiple,T,267.3674603174607
4,5-14,m,multiple,X,42.96587301587305
4,5-14,m,multiple,S,129.0571428571425
4,5-14,m,multiple,B,80.42821067821076
4,5-14,m,multiple,R,91.28654401154414
4,5-14,m,multiple,N,240.56659451659402
4,5-14,m,multiple,D,12.59960317460317
4,5-14,m,multiple,U,17.28849206349206
4,5-14,m,multiple,C,118.65039682539683
4,5-14,m,multiple,H,26.25833333333331
4,5-14,m,multiple,E,27.463095238095224
4,5-14,m,multiple,P,14.80873015873016
4,5-14,m,multiple,A,0.3333333333333333
4,5-14,m,multiple,F,2.8333333333333335
4,5-14,m,multiple,V,4.0928571428571425
1,1-4,f,other,N,34.0
1,1-4,f,other,D,1.0
1,1-4,f,other,T,16.0
1,1-4,f,other,S,9.0
1,1-4,f,other,C,7.0
1,1-4,f,other,B,7.0
1,1-4,f,other,R,9.0
1,1-4,f,other,X,1.0
1,1-4,f,other,E,1.0
2,1-4,f,other,N,26.791666666666668
2,1-4,f,other,B,8.416666666666668
2,1-4,f,other,D,1.5416666666666665
2,1-4,f,other,R,12.041666666666666
2,1-4,f,other,T,14.25
2,1-4,f,other,X,5.0
2,1-4,f,other,C,5.541666666666667
2,1-4,f,other,S,5.75
2,1-4,f,other,E,2.291666666666667
2,1-4,f,other,H,1.25
2,1-4,f,other,U,0.875
2,1-4,f,other,V,1.25
3,1-4,f,other,N,25.73333333333333
3,1-4,f,other,B,8.483333333333334
3,1-4,f,other,D,1.7833333333333332
3,1-4,f,other,R,12.316666666666668
3,1-4,f,other,T,14.166666666666666
3,1-4,f,other,X,5.0
3,1-4,f,other,C,5.366666666666666
3,1-4,f,other,S,5.833333333333333
3,1-4,f,other,E,2.6166666666666667
3,1-4,f,other,H,1.3333333333333333
3,1-4,f,other,U,1.0333333333333332
3,1-4,f,other,V,1.3333333333333333
4,1-4,f,other,N,28.529761904761905
4,1-4,f,other,B,8.60952380952381
4,1-4,f,other,D,1.1416666666666666
4,1-4,f,other,R,11.683333333333332
4,1-4,f,other,T,14.67857142857143
4,1-4,f,other,X,3.7500000000000004
4,1-4,f,other,C,4.9
4,1-4,f,other,S,6.845238095238096
4,1-4,f,other,E,2.2523809523809524
4,1-4,f,other,H,0.976190476190476
4,1-4,f,other,U,0.55
4,1-4,f,other,V,1.0833333333333333
1,45-54,f,other,N,338.0
1,45-54,f,other,B,545.0
1,45-54,f,other,C,651.0
1,45-54,f,other,E,182.0
1,45-54,f,other,S,19.0
1,45-54,f,other,R,146.0
1,45-54,f,other,P,69.0
1,45-54,f,other,D,66.0
1,45-54,f,other,T,48.0
1,45-54,f,other,A,22.0
1,45-54,f,other,U,17.0
1,45-54,f,other,F,3.0
1,45-54,f,other,X,3.0
1,45-54,f,other,H,1.0
1,45-54,f,other,V,88.0
2,45-54,f,other,N,441.77916666666806
2,45-54,f,other,R,187.42916666666636
2,45-54,f,other,B,533.5375000000014
2,45-54,f,other,C,500.03333333333353
2,45-54,f,other,E,221.4208333333328
2,45-54,f,other,S,16.87083333333333
2,45-54,f,other,P,53.45833333333333
2,45-54,f,other,D,78.07499999999999
2,45-54,f,other,A,23.708333333333336
2,45-54,f,other,T,44.829166666666666
2,45-54,f,other,U,19.729166666666668
2,45-54,f,other,X,6.320833333333334
2,45-54,f,other,F,3.5166666666666666
2,45-54,f,other,H,3.916666666666667
2,45-54,f,other,V,63.37499999999997
3,45-54,f,other,N,459.38015873015524
3,45-54,f,other,R,194.21349206349214
3,45-54,f,other,B,533.8134920634891
3,45-54,f,other,C,469.76666666666523
3,45-54,f,other,E,230.1801587301591
3,45-54,f,other,S,15.694444444444445
3,45-54,f,other,P,51.133333333333354
3,45-54,f,other,D,81.07063492063492
3,45-54,f,other,A,23.816666666666652
3,45-54,f,other,T,45.713492063492076
3,45-54,f,other,U,22.346825396825377
3,45-54,f,other,X,6.944444444444445
3,45-54,f,other,F,3.6
3,45-54,f,other,H,4.083333333333333
3,45-54,f,other,V,56.242857142857225
4,45-54,f,other,N,484.94541292041134
4,45-54,f,other,R,181.84940892440864
4,45-54,f,other,B,571.9473831723816
4,45-54,f,other,C,476.9452491952477
4,45-54,f,other,E,193.66748251748203
4,45-54,f,other,S,15.813131313131306
4,45-54,f,other,P,59.94404761904765
4,45-54,f,other,D,74.0188755688757
4,45-54,f,other,A,20.6345238095238
4,45-54,f,other,T,44.6620240870241
4,45-54,f,other,U,16.425155400155393
4,45-54,f,other,X,5.495743145743147
4,45-54,f,other,F,2.6214285714285714
4,45-54,f,other,H,3.25
4,45-54,f,other,V,45.780133755133804
1,55-64,m,other,B,1695.0
1,55-64,m,other,C,917.0
1,55-64,m,other,N,652.0
1,55-64,m,other,R,299.0
1,55-64,m,other,E,335.0
1,55-64,m,other,A,80.0
1,55-64,m,other,D,122.0
1,55-64,m,other,U,34.0
1,55-64,m,other,T,111.0
1,55-64,m,other,P,122.0
1,55-64,m,other,S,67.0
1,55-64,m,other,X,10.0
1,55-64,m,other,F,13.0
1,55-64,m,other,V,189.0
2,55-64,m,other,B,1468.954761904765
2,55-64,m,other,C,707.2333333333331
2,55-64,m,other,R,371.4380952380959
2,55-64,m,other,N,951.6714285714216
2,55-64,m,other,E,454.5130952380979
2,55-64,m,other,D,157.33809523809515
2,55-64,m,other,A,65.57976190476188
2,55-64,m,other,U,40.550000000000004
2,55-64,m,other,T,100.5297619047619
2,55-64,m,other,S,54.125
2,55-64,m,other,P,100.60000000000001
2,55-64,m,other,H,5.833333333333334
2,55-64,m,other,X,18.900000000000002
2,55-64,m,other,F,16.283333333333335
2,55-64,m,other,V,132.45000000000007
3,55-64,m,other,B,1438.132142857137
3,55-64,m,other,C,665.5690476190499
3,55-64,m,other,R,384.2892857142831
3,55-64,m,other,N,1001.1488095238283
3,55-64,m,other,E,484.5488095238043
3,55-64,m,other,D,167.429761904762
3,55-64,m,other,A,60.14166666666672
3,55-64,m,other,U,42.45476190476192
3,55-64,m,other,T,100.64642857142863
3,55-64,m,other,S,50.9357142857143
3,55-64,m,other,P,95.40000000000002
3,55-64,m,other,H,6.5
3,55-64,m,other,X,20.46785714285713
3,55-64,m,other,F,15.459523809523809
3,55-64,m,other,V,112.87619047619053
4,55-64,m,other,B,1621.903019203025
4,55-64,m,other,C,661.8944277944298
4,55-64,m,other,R,357.90430680430507
4,55-64,m,other,N,1002.1115523365581
4,55-64,m,other,E,378.54122266622113
4,55-64,m,other,D,154.56870351870333
4,55-64,m,other,A,49.93228715728718
4,55-64,m,other,U,30.484315684315682
4,55-64,m,other,T,102.49008491508488
4,55-64,m,other,S,50.6595238095239
4,55-64,m,other,P,108.03935786435811
4,55-64,m,other,H,5.733333333333333
4,55-64,m,other,X,15.948687423687415
4,55-64,m,other,F,12.729365079365078
4,55-64,m,other,V,93.05981240981251
1,25-34,m,multiple,T,1679.0
1,25-34,m,multiple,S,1382.0
1,25-34,m,multiple,B,473.0
1,25-34,m,multiple,E,162.0
1,25-34,m,multiple,P,2054.0
1,25-34,m,multiple,A,213.0
1,25-34,m,multiple,C,278.0
1,25-34,m,multiple,N,568.0
1,25-34,m,multiple,D,92.0
